problem,solutions_agg,sentence,level,topic,fullname,solutions,pred
67,"['glasses', 'jeans', 'pocket', 'scarf']",He cannot see anything without his _ .,2,obleceni,obleceni-2-uroven,glasses,glasses
67,"['glasses', 'jeans', 'pocket', 'scarf']",Franco has blue _ .,2,obleceni,obleceni-2-uroven,jeans,glasses
67,"['glasses', 'jeans', 'pocket', 'scarf']",Tom put his keys in his _ .,2,obleceni,obleceni-2-uroven,pocket,pocket
67,"['glasses', 'jeans', 'pocket', 'scarf']",She has a _ around her neck.,2,obleceni,obleceni-2-uroven,scarf,scarf
68,"['pocket', 'sweater', 'hood', 'bra']",What do you have in your _ ?,2,obleceni,obleceni-2-uroven,pocket,pocket
68,"['pocket', 'sweater', 'hood', 'bra']",Will you knit a _ for me?,2,obleceni,obleceni-2-uroven,sweater,sweater
68,"['pocket', 'sweater', 'hood', 'bra']",Do you prefer buying clothes with or without a _ ?,2,obleceni,obleceni-2-uroven,hood,bra
68,"['pocket', 'sweater', 'hood', 'bra']",Mary wears a sports _ for exercise.,2,obleceni,obleceni-2-uroven,bra,bra
69,"['belt', 'suit', 'pyjamas', 'underpants']",Fasten your seat _ .,2,obleceni,obleceni-2-uroven,belt,belt
69,"['belt', 'suit', 'pyjamas', 'underpants']",My _ is grey.,2,obleceni,obleceni-2-uroven,suit,suit
69,"['belt', 'suit', 'pyjamas', 'underpants']",Tom took his clothes off and put the _ on.,2,obleceni,obleceni-2-uroven,pyjamas,belt
69,"['belt', 'suit', 'pyjamas', 'underpants']",My _ are wet.,2,obleceni,obleceni-2-uroven,underpants,underpants
70,"['T-shirts', 'sleeve', 'sock', 'tie']",All the students were wearing black _ .,2,obleceni,obleceni-2-uroven,T-shirts,tie
70,"['T-shirts', 'sleeve', 'sock', 'tie']",He held her by the _ .,2,obleceni,obleceni-2-uroven,sleeve,sleeve
70,"['T-shirts', 'sleeve', 'sock', 'tie']",There is a hole in his _ .,2,obleceni,obleceni-2-uroven,sock,sleeve
70,"['T-shirts', 'sleeve', 'sock', 'tie']",Do I need a _ ?,2,obleceni,obleceni-2-uroven,tie,tie
71,"['bone', 'brains', 'foot', 'skull']",It looks like a fish _ got stuck in my throat.,2,casti-tela,casti-tela-2-uroven,bone,bone
71,"['bone', 'brains', 'foot', 'skull']",Humans have very large _ .,2,casti-tela,casti-tela-2-uroven,brains,brains
71,"['bone', 'brains', 'foot', 'skull']",Tom apologized for stepping on my _ .,2,casti-tela,casti-tela-2-uroven,foot,foot
71,"['bone', 'brains', 'foot', 'skull']",The human _ consists of 23 bones.,2,casti-tela,casti-tela-2-uroven,skull,skull
72,"['nose', 'nails', 'lip', 'fingers']",Keep your _ out of my business.,2,casti-tela,casti-tela-2-uroven,nose,nose
72,"['nose', 'nails', 'lip', 'fingers']",Tom is biting his _ .,2,casti-tela,casti-tela-2-uroven,nails,nails
72,"['nose', 'nails', 'lip', 'fingers']",I bit my _ .,2,casti-tela,casti-tela-2-uroven,lip,nails
72,"['nose', 'nails', 'lip', 'fingers']",He ran his _ through her hair.,2,casti-tela,casti-tela-2-uroven,fingers,fingers
73,"['lips', 'neck', 'eyes', 'elbow']",She never paints her _ red.,2,casti-tela,casti-tela-2-uroven,lips,eyes
73,"['lips', 'neck', 'eyes', 'elbow']",The back of my _ hurts.,2,casti-tela,casti-tela-2-uroven,neck,neck
73,"['lips', 'neck', 'eyes', 'elbow']",Mary has blue _ .,2,casti-tela,casti-tela-2-uroven,eyes,eyes
73,"['lips', 'neck', 'eyes', 'elbow']",I have tennis _ .,2,casti-tela,casti-tela-2-uroven,elbow,elbow
74,"['forehead', 'stomach', 'skin', 'knee']",I kissed her on her _ .,2,casti-tela,casti-tela-2-uroven,forehead,forehead
74,"['forehead', 'stomach', 'skin', 'knee']",You should not drink on an empty _ .,2,casti-tela,casti-tela-2-uroven,stomach,stomach
74,"['forehead', 'stomach', 'skin', 'knee']",Her _ is as white as snow.,2,casti-tela,casti-tela-2-uroven,skin,skin
74,"['forehead', 'stomach', 'skin', 'knee']",Tom hurt his _ .,2,casti-tela,casti-tela-2-uroven,knee,knee
75,"['face', 'tooth', 'palm', 'liver']",Wash your _ and hands.,2,casti-tela,casti-tela-2-uroven,face,face
75,"['face', 'tooth', 'palm', 'liver']",I had a _ pulled.,2,casti-tela,casti-tela-2-uroven,tooth,tooth
75,"['face', 'tooth', 'palm', 'liver']",Mary had her _ read.,2,casti-tela,casti-tela-2-uroven,palm,palm
75,"['face', 'tooth', 'palm', 'liver']",Alcohol damages the _ .,2,casti-tela,casti-tela-2-uroven,liver,liver
76,"['say', 'check', 'appreciate', 'beg']",How do you _ that in German?,2,slovesa-komunikace,slovesa-komunikace-2-uroven,say,say
76,"['say', 'check', 'appreciate', 'beg']",You should _ the weather before you go out.,2,slovesa-komunikace,slovesa-komunikace-2-uroven,check,check
76,"['say', 'check', 'appreciate', 'beg']",I _ your help.,2,slovesa-komunikace,slovesa-komunikace-2-uroven,appreciate,appreciate
76,"['say', 'check', 'appreciate', 'beg']",He doesn't have a job. He needs to _ for money.,2,slovesa-komunikace,slovesa-komunikace-2-uroven,beg,beg
77,"['borrow', 'confirm', 'disagree', 'divide']",Can she _ this book? ,2,slovesa-komunikace,slovesa-komunikace-2-uroven,borrow,borrow
77,"['borrow', 'confirm', 'disagree', 'divide']",I would like to _ that we are coming. ,2,slovesa-komunikace,slovesa-komunikace-2-uroven,confirm,confirm
77,"['borrow', 'confirm', 'disagree', 'divide']",They _ with you. ,2,slovesa-komunikace,slovesa-komunikace-2-uroven,disagree,disagree
77,"['borrow', 'confirm', 'disagree', 'divide']",You should _ these cards into two groups.,2,slovesa-komunikace,slovesa-komunikace-2-uroven,divide,divide
78,"['join', 'notice', 'obtain', 'pretend']",Will you _ us for dinner tonight?,2,slovesa-komunikace,slovesa-komunikace-2-uroven,join,join
78,"['join', 'notice', 'obtain', 'pretend']",Did you _ when he fell?,2,slovesa-komunikace,slovesa-komunikace-2-uroven,notice,notice
78,"['join', 'notice', 'obtain', 'pretend']",Visitors have to _ a permit.,2,slovesa-komunikace,slovesa-komunikace-2-uroven,obtain,obtain
78,"['join', 'notice', 'obtain', 'pretend']",Let's _ we are rich!,2,slovesa-komunikace,slovesa-komunikace-2-uroven,pretend,pretend
79,"['receive', 'shout', 'examine', 'interpret']",You should _ the package in three days.,2,slovesa-komunikace,slovesa-komunikace-2-uroven,receive,receive
79,"['receive', 'shout', 'examine', 'interpret']",She shouldn't _ at strangers.,2,slovesa-komunikace,slovesa-komunikace-2-uroven,shout,shout
79,"['receive', 'shout', 'examine', 'interpret']",The doctor will _ their wounds.,2,slovesa-komunikace,slovesa-komunikace-2-uroven,examine,examine
79,"['receive', 'shout', 'examine', 'interpret']",How do you _ his behaviour?,2,slovesa-komunikace,slovesa-komunikace-2-uroven,interpret,interpret
80,"['clap', 'walk', 'jump', 'come', 'drop']",If you're happy and you know it _ your hands!,2,pohybova-slovesa,pohybova-slovesa-2-uroven,clap,come
80,"['clap', 'walk', 'jump', 'come', 'drop']",It's not far. We can _ there.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,walk,walk
80,"['clap', 'walk', 'jump', 'come', 'drop']",They can't _ on the bed.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,jump,walk
80,"['clap', 'walk', 'jump', 'come', 'drop']",You should definitely _ tomorrow!,2,pohybova-slovesa,pohybova-slovesa-2-uroven,come,come
80,"['clap', 'walk', 'jump', 'come', 'drop']",Be careful not to _ the glass.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,drop,drop
81,"['arrive', 'bend', 'march', 'pass', 'rise']",When did you _ here?,3,pohybova-slovesa,pohybova-slovesa-3-uroven,arrive,arrive
81,"['arrive', 'bend', 'march', 'pass', 'rise']",Don't _ over the railing.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,bend,bend
81,"['arrive', 'bend', 'march', 'pass', 'rise']","They like to _ down the street, playing soldiers.",3,pohybova-slovesa,pohybova-slovesa-3-uroven,march,march
81,"['arrive', 'bend', 'march', 'pass', 'rise']",Sometimes I _ him on the street.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,pass,pass
81,"['arrive', 'bend', 'march', 'pass', 'rise']",Your temperature shouldn't _ anymore.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,rise,rise
82,"['slip', 'swing', 'leave', 'touch', 'bind']","If you are careful, you can _ right past them.",3,pohybova-slovesa,pohybova-slovesa-3-uroven,slip,slip
82,"['slip', 'swing', 'leave', 'touch', 'bind']",Monkeys like to _ on the trees.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,swing,swing
82,"['slip', 'swing', 'leave', 'touch', 'bind']","Please, _ me alone for a moment.",3,pohybova-slovesa,pohybova-slovesa-3-uroven,leave,leave
82,"['slip', 'swing', 'leave', 'touch', 'bind']",Don't _ me with those dirty hands!,3,pohybova-slovesa,pohybova-slovesa-3-uroven,touch,touch
82,"['slip', 'swing', 'leave', 'touch', 'bind']",I prefer not to _ myself to anything.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,bind,bind
83,"['release', 'appear', 'sink', 'embrace', 'sort']",We will _ the animals back into the wild.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,release,release
83,"['release', 'appear', 'sink', 'embrace', 'sort']",They should _ at some point.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,appear,release
83,"['release', 'appear', 'sink', 'embrace', 'sort']","If it falls into the water, it's going to _ .",3,pohybova-slovesa,pohybova-slovesa-3-uroven,sink,sink
83,"['release', 'appear', 'sink', 'embrace', 'sort']",We should make up and _ .,3,pohybova-slovesa,pohybova-slovesa-3-uroven,embrace,embrace
83,"['release', 'appear', 'sink', 'embrace', 'sort']",She has to _ the laundry first.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,sort,sort
84,"['cut down', 'look into', 'give in', 'go away']",We need to _ the costs.,2,frazova-slovesa,frazova-slovesa-2-uroven,cut down,look into
84,"['cut down', 'look into', 'give in', 'go away']",I will _ the problem.,2,frazova-slovesa,frazova-slovesa-2-uroven,look into,look into
84,"['cut down', 'look into', 'give in', 'go away']",You can not _ to the pressure.,2,frazova-slovesa,frazova-slovesa-2-uroven,give in,give in
84,"['cut down', 'look into', 'give in', 'go away']",She wants to _ .,2,frazova-slovesa,frazova-slovesa-2-uroven,go away,give in
85,"['put on', 'break down', 'move out', 'set free']",You should _ something warm.,2,frazova-slovesa,frazova-slovesa-2-uroven,put on,put on
85,"['put on', 'break down', 'move out', 'set free']",I think the car is going to _ soon.,2,frazova-slovesa,frazova-slovesa-2-uroven,break down,move out
85,"['put on', 'break down', 'move out', 'set free']",They need to _ of the house.,2,frazova-slovesa,frazova-slovesa-2-uroven,move out,move out
85,"['put on', 'break down', 'move out', 'set free']",The prisoners should be _ .,2,frazova-slovesa,frazova-slovesa-2-uroven,set free,put on
86,"['look down', 'go on', 'hang up', 'run out']",You can’t _ on your colleagues.,2,frazova-slovesa,frazova-slovesa-2-uroven,look down,look down
86,"['look down', 'go on', 'hang up', 'run out']","Please, _ with your exercise.",2,frazova-slovesa,frazova-slovesa-2-uroven,go on,go on
86,"['look down', 'go on', 'hang up', 'run out']",She will _ on me. ,2,frazova-slovesa,frazova-slovesa-2-uroven,hang up,look down
86,"['look down', 'go on', 'hang up', 'run out']",We will soon _ of potatoes. ,2,frazova-slovesa,frazova-slovesa-2-uroven,run out,run out
87,"['break up', 'look through', 'get on', 'put off']",She should _ with him.,2,frazova-slovesa,frazova-slovesa-2-uroven,break up,break up
87,"['break up', 'look through', 'get on', 'put off']",He will _ the files.,2,frazova-slovesa,frazova-slovesa-2-uroven,look through,look through
87,"['break up', 'look through', 'get on', 'put off']",They don’t _ very well.,2,frazova-slovesa,frazova-slovesa-2-uroven,get on,get on
87,"['break up', 'look through', 'get on', 'put off']",Don’t _ calling him. ,2,frazova-slovesa,frazova-slovesa-2-uroven,put off,get on
88,"['check out', 'grow up', 'split up', 'work out']",I will _ the page you sent me. ,2,frazova-slovesa,frazova-slovesa-2-uroven,check out,work out
88,"['check out', 'grow up', 'split up', 'work out']",The children will _ faster than you think.,2,frazova-slovesa,frazova-slovesa-2-uroven,grow up,grow up
88,"['check out', 'grow up', 'split up', 'work out']",Let’s _ for now.,2,frazova-slovesa,frazova-slovesa-2-uroven,split up,grow up
88,"['check out', 'grow up', 'split up', 'work out']",He needs to _ more if he wants to be in shape.,2,frazova-slovesa,frazova-slovesa-2-uroven,work out,work out
89,"['cut off', 'come true', 'move in', 'set out']",You shouldn’t _ people who are speaking.,2,frazova-slovesa,frazova-slovesa-2-uroven,cut off,cut off
89,"['cut off', 'come true', 'move in', 'set out']",She wants her dreams to _ . ,2,frazova-slovesa,frazova-slovesa-2-uroven,come true,come true
89,"['cut off', 'come true', 'move in', 'set out']",They are going to _ together next month.,2,frazova-slovesa,frazova-slovesa-2-uroven,move in,move in
89,"['cut off', 'come true', 'move in', 'set out']",I want to _ on an adventure. ,2,frazova-slovesa,frazova-slovesa-2-uroven,set out,set out
90,"['show up', 'come across', 'look after', 'put in']",He didn’t _ yesterday.,2,frazova-slovesa,frazova-slovesa-2-uroven,show up,show up
90,"['show up', 'come across', 'look after', 'put in']",I hope it don’t _ as rude.,2,frazova-slovesa,frazova-slovesa-2-uroven,come across,come across
90,"['show up', 'come across', 'look after', 'put in']",Will you _ my cat?,2,frazova-slovesa,frazova-slovesa-2-uroven,look after,look after
90,"['show up', 'come across', 'look after', 'put in']",She _ for a raise.,2,frazova-slovesa,frazova-slovesa-2-uroven,put in,show up
91,"['cut across', 'put down', 'come off', 'look for']",It shouldn’t _ the whole population.,2,frazova-slovesa,frazova-slovesa-2-uroven,cut across,look for
91,"['cut across', 'put down', 'come off', 'look for']",Don’t forget to _ his number.,2,frazova-slovesa,frazova-slovesa-2-uroven,put down,look for
91,"['cut across', 'put down', 'come off', 'look for']",The handle will _ if you force it.,2,frazova-slovesa,frazova-slovesa-2-uroven,come off,come off
91,"['cut across', 'put down', 'come off', 'look for']",You can _ it in some book.,2,frazova-slovesa,frazova-slovesa-2-uroven,look for,look for
93,"['cat', 'sheep', 'horse', 'chicken']",Our _ sleeps all day.,2,zvirata-mix,zvirata-mix-2-uroven,cat,cat
93,"['cat', 'sheep', 'horse', 'chicken']",We keep _ for wool and milk.,2,zvirata-mix,zvirata-mix-2-uroven,sheep,sheep
93,"['cat', 'sheep', 'horse', 'chicken']",You can ride a _ or use it for work.,2,zvirata-mix,zvirata-mix-2-uroven,horse,horse
93,"['cat', 'sheep', 'horse', 'chicken']",The feather is from that _ .,2,zvirata-mix,zvirata-mix-2-uroven,chicken,horse
94,"['rabbit', 'duck', 'cow', 'donkey']",You can give the carrot to the _ .,1,zvirata-mix,zvirata-mix-1-uroven,rabbit,rabbit
94,"['rabbit', 'duck', 'cow', 'donkey']",There is a _ on the pond.,1,zvirata-mix,zvirata-mix-1-uroven,duck,duck
94,"['rabbit', 'duck', 'cow', 'donkey']",The milk comes from this _ .,1,zvirata-mix,zvirata-mix-1-uroven,cow,cow
94,"['rabbit', 'duck', 'cow', 'donkey']",It’s better to use _ for work than for riding. ,1,zvirata-mix,zvirata-mix-1-uroven,donkey,duck
95,"['hen', 'cock', 'puppy', 'goat']",A _ lays eggs.,2,zvirata-mix,zvirata-mix-2-uroven,hen,hen
95,"['hen', 'cock', 'puppy', 'goat']",We have a lots of hens but only one _ .,2,zvirata-mix,zvirata-mix-2-uroven,cock,hen
95,"['hen', 'cock', 'puppy', 'goat']",A baby dog is called _ . ,2,zvirata-mix,zvirata-mix-2-uroven,puppy,puppy
95,"['hen', 'cock', 'puppy', 'goat']",Our _ likes to climb on everything.,2,zvirata-mix,zvirata-mix-2-uroven,goat,puppy
96,"['kitten', 'dog', 'pig', 'goose']",A baby cat is called _ .,2,zvirata-mix,zvirata-mix-2-uroven,kitten,kitten
96,"['kitten', 'dog', 'pig', 'goose']",There is a _ guarding the house.,2,zvirata-mix,zvirata-mix-2-uroven,dog,dog
96,"['kitten', 'dog', 'pig', 'goose']",A _ will eat almost anything.,2,zvirata-mix,zvirata-mix-2-uroven,pig,dog
96,"['kitten', 'dog', 'pig', 'goose']",A _ can swim very well.,2,zvirata-mix,zvirata-mix-2-uroven,goose,dog
97,"['stallion', 'mare', 'billy goat', 'sow']",A male horse is called _ .,3,zvirata-mix,zvirata-mix-3-uroven,stallion,mare
97,"['stallion', 'mare', 'billy goat', 'sow']",A female horse is called _ .,3,zvirata-mix,zvirata-mix-3-uroven,mare,mare
97,"['stallion', 'mare', 'billy goat', 'sow']",A male goat is called _ .,3,zvirata-mix,zvirata-mix-3-uroven,billy goat,mare
97,"['stallion', 'mare', 'billy goat', 'sow']",A female pig is called _ .,3,zvirata-mix,zvirata-mix-3-uroven,sow,mare
98,"['kid goat', 'foal', 'calf', 'piglet']",A baby goat is called _ . ,2,zvirata-mix,zvirata-mix-2-uroven,kid goat,kid goat
98,"['kid goat', 'foal', 'calf', 'piglet']",A baby horse is called _ .,2,zvirata-mix,zvirata-mix-2-uroven,foal,calf
98,"['kid goat', 'foal', 'calf', 'piglet']",A baby cow is called _ . ,2,zvirata-mix,zvirata-mix-2-uroven,calf,calf
98,"['kid goat', 'foal', 'calf', 'piglet']",A baby pig is called _ .,2,zvirata-mix,zvirata-mix-2-uroven,piglet,piglet
110,"['add', 'squeeze', 'hang', 'water']",You need to _ salt and pepper.,2,cin-domacnost,cin-domacnost-2-uroven,add,add
110,"['add', 'squeeze', 'hang', 'water']",I will _ the lemons.,2,cin-domacnost,cin-domacnost-2-uroven,squeeze,add
110,"['add', 'squeeze', 'hang', 'water']",Will you _ this picture on the wall?,2,cin-domacnost,cin-domacnost-2-uroven,hang,hang
110,"['add', 'squeeze', 'hang', 'water']",She has to _ the plants.,2,cin-domacnost,cin-domacnost-2-uroven,water,water
111,"['cook', 'soak', 'wear', 'rent']",Let’s _ some dinner.,2,cin-domacnost,cin-domacnost-2-uroven,cook,cook
111,"['cook', 'soak', 'wear', 'rent']",You should _ it in cold water,2,cin-domacnost,cin-domacnost-2-uroven,soak,soak
111,"['cook', 'soak', 'wear', 'rent']",I don’t want to _ the sweater.,2,cin-domacnost,cin-domacnost-2-uroven,wear,wear
111,"['cook', 'soak', 'wear', 'rent']",We will _ a car.,2,cin-domacnost,cin-domacnost-2-uroven,rent,rent
112,"['grill', 'own', 'repair', 'clean']",My dad will _ the meat.,2,cin-domacnost,cin-domacnost-2-uroven,grill,grill
112,"['grill', 'own', 'repair', 'clean']",Do you _ this house?,2,cin-domacnost,cin-domacnost-2-uroven,own,own
112,"['grill', 'own', 'repair', 'clean']",He needs to _ the broken TV.,2,cin-domacnost,cin-domacnost-2-uroven,repair,repair
112,"['grill', 'own', 'repair', 'clean']","Please, _ this mess.",2,cin-domacnost,cin-domacnost-2-uroven,clean,clean
113,"['iron', 'bake', 'plant', 'pack']",I have a lot of clothes to _ .,2,cin-domacnost,cin-domacnost-2-uroven,iron,pack
113,"['iron', 'bake', 'plant', 'pack']",She is going to _ a cake for you.,2,cin-domacnost,cin-domacnost-2-uroven,bake,bake
113,"['iron', 'bake', 'plant', 'pack']",He wants to _ the seeds.,2,cin-domacnost,cin-domacnost-2-uroven,plant,plant
113,"['iron', 'bake', 'plant', 'pack']",I still have to _ my bags.,2,cin-domacnost,cin-domacnost-2-uroven,pack,pack
114,"['cut', 'pour', 'heat', 'chop']",Can you _ this for me?,2,cin-domacnost,cin-domacnost-2-uroven,cut,cut
114,"['cut', 'pour', 'heat', 'chop']",I will _ you some hot tea.,2,cin-domacnost,cin-domacnost-2-uroven,pour,pour
114,"['cut', 'pour', 'heat', 'chop']",You should _ the food first.,2,cin-domacnost,cin-domacnost-2-uroven,heat,heat
114,"['cut', 'pour', 'heat', 'chop']",He can _ the onion.,2,cin-domacnost,cin-domacnost-2-uroven,chop,cut
