problem,sentence,solutions,fullname,pred
126,Be careful. The knife is _ .,sharp,vlastnosti-predmety-2-uroven,sharp
126,There is a _ floor in my room.,wooden,vlastnosti-predmety-2-uroven,wooden
127,These shoes are too _ for me.,small,vlastnosti-predmety-2-uroven,small
127,The car is _ . There is no one in it.,empty,vlastnosti-predmety-2-uroven,empty
127,I washed my hands. Now they are _ .,clean,vlastnosti-predmety-2-uroven,clean
127,I like Mary. She is _ to me.,nice,vlastnosti-predmety-2-uroven,nice
128,I can't carry it. It's too _ .,heavy,vlastnosti-predmety-2-uroven,heavy
128,My mum has _ hair.,long,vlastnosti-predmety-2-uroven,long
128,The water is very _ here.,deep,vlastnosti-predmety-2-uroven,deep
128,All my clothes are _ .,dirty,vlastnosti-predmety-2-uroven,dirty
129,It's _ . It doesn't weigh anything.,light,vlastnosti-predmety-2-uroven,light
129,I don't want to eat. I'm _ .,full,vlastnosti-predmety-2-uroven,full
129,Is the window _ ?,open,vlastnosti-predmety-2-uroven,open
129,The ball is _ .,round,vlastnosti-predmety-2-uroven,round
130,Your skin is so _ .,smooth,vlastnosti-predmety-2-uroven,smooth
130,He can't do it. It's too _ for him.,hard,vlastnosti-predmety-2-uroven,hard
130,"Give me the _ size, please.",medium,vlastnosti-predmety-2-uroven,medium
130,I'm too _ to be a basketball player.,short,vlastnosti-predmety-2-uroven,short
131,I work at school. I am a _ .,teacher,zamestnani-2-uroven,teacher
131,I deliver letters to people. I am a _ .,postman,zamestnani-2-uroven,butcher
131,We need some meat. Let's go to _ 's.,butcher,zamestnani-2-uroven,postman
131,I would like to order a pizza. Where is the _ ?,waiter,zamestnani-2-uroven,waiter
132,I broke my glasses. I should see an _ .,optician,zamestnani-2-uroven,optician
132,J. K. Rowling is a _ . She wrote Harry Potter.,writer,zamestnani-2-uroven,writer
132,I have a toothache. I should see a _ .,dentist,zamestnani-2-uroven,dentist
132,The _ rescued a boy from the burning house.,firefighter,zamestnani-2-uroven,firefighter
133,Marek is a jazz _ .,musician,zamestnani-2-uroven,musician
133,The _ took me to the hotel.,taxi-driver,zamestnani-2-uroven,cook
133,You should see a _ about that cough.,doctor,zamestnani-2-uroven,doctor
133,He is a famous _ . The dishes he makes are delicious.,cook,zamestnani-2-uroven,taxi-driver
134,I asked my _ to cut my hair short.,hairdresser,zamestnani-2-uroven,hairdresser
134,She worked as a _ in a hospital.,nurse,zamestnani-2-uroven,nurse
134,When is the _ coming to repair the shower?,plumber,zamestnani-2-uroven,plumber
134, _ is in charge of school.,Headteacher,zamestnani-2-uroven,Headteacher
135,These tomatoes were grown by local _ .,farmers,zamestnani-2-uroven,farmers
135,"He is in an army, he is a _ .",soldier,zamestnani-2-uroven,politician
135,This _ is a member of our government.,politician,zamestnani-2-uroven,soldier
135,The lights don't work. We should call an _ .,electrician,zamestnani-2-uroven,electrician
136,He owns an online shop. He is a _ .,bookseller,zamestnani-2-uroven,bookseller
136,The poems of this _ are known all over the world.,poet,zamestnani-2-uroven,poet
136,I need a personal _ to keep fit.,trainer,zamestnani-2-uroven,trainer
136,The _ decided that the thief was guilty.,judge,zamestnani-2-uroven,judge
137,A _ performs religious duties.,priest,zamestnani-2-uroven,priest
137,He is the best _ in Hollywood today.,actor,zamestnani-2-uroven,actor
137,I love the pictures he takes. He is the best _ .,photographer,zamestnani-2-uroven,photographer
137,He works in a lab. He is a _ .,scientist,zamestnani-2-uroven,scientist
138,The _ planted new trees in the park.,gardener,zamestnani-2-uroven,gardener
138,The _ caught a huge fish yesterday.,fisherman,zamestnani-2-uroven,fisherman
138,We got her a cake from the _ 's across the street.,baker,zamestnani-2-uroven,baker
138,The _ were tired after the performance.,dancers,zamestnani-2-uroven,dancers
139,He is a _ of a lorry.,driver,zamestnani-2-uroven,driver
139,The _ advised me to invest the money.,banker,zamestnani-2-uroven,banker
139,Julia Roberts is my favourite _ .,actress,zamestnani-2-uroven,actress
139,Mikoláš Aleš was a Czech _ .,painter,zamestnani-2-uroven,painter
140,Tomáš Baťa was a Czech _ .,shoemaker,zamestnani-2-uroven,policeman
140, _ study reactions of chemicals.,Chemists,zamestnani-2-uroven,Chemists
140,That was an excellent meal! My compliments to the _ .,chef,zamestnani-2-uroven,chef
140,I was stopped by a _ . I was driving too fast.,policeman,zamestnani-2-uroven,shoemaker
141,The _ repaired my car.,mechanic,zamestnani-2-uroven,mechanic
141,He is the best _ in the shop. He has already sold five computers today.,salesman,zamestnani-2-uroven,salesman
141,All these pictures were painted by local _ .,artists,zamestnani-2-uroven,artists
141,The _ has just emptied the letterbox.,postwoman,zamestnani-2-uroven,postwoman
142,The _ told us that we were going to land.,pilot,zamestnani-2-uroven,pilot
142,The _ followed the thief.,policewoman,zamestnani-2-uroven,policewoman
142,"Tom is a _ . He studies the human mind, emotions and behaviour.",psychologist,zamestnani-2-uroven,psychologist
142,He was a successful _ . He became the leader of the company.,businessman,zamestnani-2-uroven,businessman
143,Can you hand me the _ ? I need to peel a cucumber.,peeler,kuchyn-2-uroven,peeler
143,Can you put the dirty plates into the _ ?,dishwasher,kuchyn-2-uroven,dishwasher
143,Where are the kitchen _ ? I need to weigh the ingredients.,scales,kuchyn-2-uroven,scales
143,Cut the vegetables on a _ .,chopping board,kuchyn-2-uroven,chopping board
144,Can you dry the dishes with a _ ?,tea towel,kuchyn-2-uroven,tea towel
144,We ate with _ in the Vietnamese restaurant.,chopsticks,kuchyn-2-uroven,grater
144,We can put some cheese in the pasta. Where is the cheese _ ?,grater,kuchyn-2-uroven,chopsticks
144,Could you put these bananas in the fruit _ ?,bowl,kuchyn-2-uroven,bowl
145,I cut myself with that big _ .,knife,kuchyn-2-uroven,knife
145,I filled a large _ with salted water and brought it to the boil.,pot,kuchyn-2-uroven,pot
145,Why don't you drink your milkshake through a _ ?,straw,kuchyn-2-uroven,straw
145,I will heat the milk in the _ .,microwave,kuchyn-2-uroven,microwave
146,There is a lot of dirty dishes in the _ .,sink,kuchyn-2-uroven,sink
146,The toast popped up from the _ .,toaster,kuchyn-2-uroven,toaster
146,Do you want a _ of coffee?,cup,kuchyn-2-uroven,cup
146,"Before you eat the soup, stir it with your _ .",spoon,kuchyn-2-uroven,spoon
147,Don't forget to put the milk back in the _ .,fridge,kuchyn-2-uroven,fridge
147,I will bake the cake in the _ for 30 minutes.,oven,kuchyn-2-uroven,oven
147,"To open the kidney beans, you have to use a _ .",can opener,kuchyn-2-uroven,can opener
147,"Your mouth is dirty, use the _ .",napkin,kuchyn-2-uroven,napkin
148,Have you got a gas or electric _ ?,cooker,kuchyn-2-uroven,kettle
148,Do you know how to use a knife and _ ?,fork,kuchyn-2-uroven,fork
148,My _ is excellent. I don't need to use much fat for frying.,frying pan,kuchyn-2-uroven,cooker
148,Do you want a cup of tea? The _ is boiling.,kettle,kuchyn-2-uroven,frying pan
149,"If you want to make mashed potatoes, you need a _ .",potato masher,kuchyn-2-uroven,strainer
149,There is still a lot of food on your _ .,plate,kuchyn-2-uroven,potato masher
149,Use a _ to drain the pasta.,strainer,kuchyn-2-uroven,plate
149,Would you like a _ of water?,glass,kuchyn-2-uroven,glass
150,Turn the _ off.,tap,kuchyn-2-uroven,tap
150,We carried food in a shopping _ .,basket,kuchyn-2-uroven,basket
150,I used an _ to take the cake out of the oven.,oven glove,kuchyn-2-uroven,oven glove
150,The waiter was carrying a _ of drinks.,tray,kuchyn-2-uroven,tray
151, _ hung from the roof.,Icicles,pocasi-2-uroven,sky
151,"We could see a _ because the rain was falling, and the sun was shining at the same time.",rainbow,pocasi-2-uroven,Icicles
151, _ is the season of the year lasting from March to June.,Spring,pocasi-2-uroven,Spring
151,Can you see the airplane high up in the _ ?,sky,pocasi-2-uroven,rainbow
152, _ can happen during heavy rains.,Floods,pocasi-2-uroven,Floods
152,We couldn't see anything in the _ .,fog,pocasi-2-uroven,fog
152,The weather _ said it was going to snow later today.,forecast,pocasi-2-uroven,forecast
152,We went to the beach because it was _ .,sunny,pocasi-2-uroven,sunny
153,There was a strong _ blowing in the mountains.,wind,pocasi-2-uroven,hot
153,Every _ is unique.,snowflake,pocasi-2-uroven,wind
153,It was so _ that we went to the swimming pool.,hot,pocasi-2-uroven,snowflake
153,Last _ Tom went skiing.,winter,pocasi-2-uroven,winter
154,Take an umbrella. There will be showers of _ tomorrow.,rain,pocasi-2-uroven,rain
154,The _ in the mountains can change very quickly.,weather,pocasi-2-uroven,weather
154,We couldn't drive home because there was a _ .,snowstorm,pocasi-2-uroven,snowstorm
154,We could see the stars in the _ sky.,clear,pocasi-2-uroven,clear
155,The tree was struck by _ in a thunderstorm.,lightning,pocasi-2-uroven,thermometer
155,"It is not warm anymore, the _ is over.",summer,pocasi-2-uroven,drizzling
155,It was _ all day yesterday.,drizzling,pocasi-2-uroven,summer
155,The _ shows the outside temperature.,thermometer,pocasi-2-uroven,lightning
156,"Look at those _ , it is going to rain.",clouds,pocasi-2-uroven,clouds
156,I think it will rain. A _ has just fallen on my head.,raindrop,pocasi-2-uroven,raindrop
156,The _ rises every morning.,sun,pocasi-2-uroven,sun
156,Lightning is usually followed by _ .,thunder,pocasi-2-uroven,thunder
157,The _ yesterday reached 38°C.,temperature,pocasi-2-uroven,temperature
157,A refreshing _ blew.,breeze,pocasi-2-uroven,breeze
157,I need a little _ after all the rainy days.,sunshine,pocasi-2-uroven,sunshine
157,The Mediterranean _ is good for growing olives.,climate,pocasi-2-uroven,climate
158,The needle of the _ fell low.,barometer,pocasi-2-uroven,barometer
158,"Don't drive, there is _ on the roads.",ice,pocasi-2-uroven,ice
158,It wasn't that hot because we were there in _ .,autumn,pocasi-2-uroven,autumn
158, _ are violent storms.,Hurricanes,pocasi-2-uroven,Hurricanes
159,We waited at home because it _ for a few minutes.,hailed,pocasi-2-uroven,hailed
159,The room was so _ that I took off my coat.,warm,pocasi-2-uroven,warm
159,A _ is a weather phenomenon in which a vertically oriented rotating column of air forms.,whirlwind,pocasi-2-uroven,whirlwind
159,The moon rose above the _ .,horizon,pocasi-2-uroven,horizon
160,The sun _ rises in the east.,always,prislovce-cas-cetnost-2-uroven,always
160,"The film was great, I want to see it _ !",again,prislovce-cas-cetnost-2-uroven,again
160,"I hate you, I will _ speak to you again!",never,prislovce-cas-cetnost-2-uroven,never
160,Most of these people are paid _ .,monthly,prislovce-cas-cetnost-2-uroven,monthly
161,The café is open _ except Sunday.,daily,prislovce-cas-cetnost-2-uroven,daily
161,"I like the town, but I don't think I will live there _ .",forever,prislovce-cas-cetnost-2-uroven,forever
161,I was sleeping when _ a loud scream woke me up.,suddenly,prislovce-cas-cetnost-2-uroven,suddenly
161,I'm pleased to _ meet you! Tom has been talking about you all the time.,finally,prislovce-cas-cetnost-2-uroven,finally
162,What is on TV _ ?,tonight,prislovce-cas-cetnost-2-uroven,now
162,"Marek is _ changing his mind, it's annoying!",constantly,prislovce-cas-cetnost-2-uroven,constantly
162,I do my _ shopping on Saturdays.,weekly,prislovce-cas-cetnost-2-uroven,weekly
162,"I don't want to go there tomorrorw, I want to go there _ .",now,prislovce-cas-cetnost-2-uroven,tonight
163,The Nobel prize is awarded _ .,annually,prislovce-cas-cetnost-2-uroven,annually
163,How _ do you go to the gym?,often,prislovce-cas-cetnost-2-uroven,often
163,"We had coffee, and _ we went to the cinema.",afterwards,prislovce-cas-cetnost-2-uroven,afterwards
163,It's late. Can we do it _ ?,tomorrow,prislovce-cas-cetnost-2-uroven,tomorrow
164,I have to get up _ tomorrow because we have an important meeting at 7 am.,early,prislovce-cas-cetnost-2-uroven,early
164,Have you seen her _ ? I think she moved out.,recently,prislovce-cas-cetnost-2-uroven,recently
164,What did you do _ ?,yesterday,prislovce-cas-cetnost-2-uroven,yesterday
164,I _ cook Italian food but not very often.,sometimes,prislovce-cas-cetnost-2-uroven,sometimes
165,There's an _ bus service into town. You can take the bus at half past 6 or half past 7.,hourly,prislovce-cas-cetnost-2-uroven,hourly
165,What is the date _ ?,today,prislovce-cas-cetnost-2-uroven,today
165,We _ see each other since he moved out.,rarely,prislovce-cas-cetnost-2-uroven,rarely
165,It is a _ journal. It is published four times a year.,quarterly,prislovce-cas-cetnost-2-uroven,quarterly
166,"Did you have time to discuss it? No, we only chatted _ .",briefly,prislovce-cas-cetnost-2-uroven,briefly
166,"Can we stay a bit longer? No, we have to leave _ .",immediately,prislovce-cas-cetnost-2-uroven,immediately
166,If you want to be fit you need to exercise _ .,regularly,prislovce-cas-cetnost-2-uroven,regularly
166,I _ get up at 7 but tomorrow I have to get up at 6.,usually,prislovce-cas-cetnost-2-uroven,usually
167,They meet _ on Fridays. That means two times a month.,fortnightly,prislovce-cas-cetnost-2-uroven,fortnightly
167,What will you do _ ?,tomorrow,prislovce-cas-cetnost-2-uroven,tomorrow
167,She called _ but I didn't answer any of the calls.,repeatedly,prislovce-cas-cetnost-2-uroven,repeatedly
167,I have to go to bed because I have to get up _ .,early,prislovce-cas-cetnost-2-uroven,early
168,She is crying because she has just received some very _ news.,sad,pocity-nalady-2-uroven,sad
168,I'm very _ of you. You did a good job.,proud,pocity-nalady-2-uroven,proud
168,I'm going to bed because I'm very _ .,sleepy,pocity-nalady-2-uroven,sleepy
168, _ on you for behaving like that!,Shame,pocity-nalady-2-uroven,Shame
169,"I'm not very good at coping in _ situations, I always need to take a deep breath.",stressful,pocity-nalady-2-uroven,stressful
169,The film we watched was so _ that I fell asleep.,boring,pocity-nalady-2-uroven,boring
169,I was _ that he came because he said that he wouldn't come.,surprised,pocity-nalady-2-uroven,surprised
169,I was so _ that I slammed the door after myself.,angry,pocity-nalady-2-uroven,angry
170,That was very _ of you to invite Petra to go with us.,kind,pocity-nalady-2-uroven,kind
170,"This is an _ story, it should be published.",interesting,pocity-nalady-2-uroven,interesting
170,"Are you _ with the results? Yes, I got the best score I could.",satisfied,pocity-nalady-2-uroven,satisfied
170,They were filled with _ when they won the match.,joy,pocity-nalady-2-uroven,joy
171,I always call someone when I feel _ .,lonely,pocity-nalady-2-uroven,lonely
171,I have got a lot of _ for people who try to save endangered species.,admiration,pocity-nalady-2-uroven,emotinal
171,"He is very _ , he doesn't believe anyone.",suspicious,pocity-nalady-2-uroven,suspicious
171,"He's a very _ man, he cried when their child was born.",emotinal,pocity-nalady-2-uroven,admiration
172,"He is very _ about his chances of winning a gold medal, he has trained a lot.",optimistic,pocity-nalady-2-uroven,optimistic
172,I need to go to bed because I'm _ .,tired,pocity-nalady-2-uroven,tired
172,I am _ to hear that you are feeling better.,pleased,pocity-nalady-2-uroven,pleased
172,So where are we supposed to meet? I'm _ .,confused,pocity-nalady-2-uroven,confused
173,"Johan is very _ about football, he plays it every day.",passionate,pocity-nalady-2-uroven,passionate
173,He's too _ to walk to work so he goes by car.,lazy,pocity-nalady-2-uroven,lazy
173,"I _ my job, it is boring.",hate,pocity-nalady-2-uroven,hate
173,I asked about the details because I was _ .,curious,pocity-nalady-2-uroven,curious
174,"I'm _ about the trip, it's going to be great.",excited,pocity-nalady-2-uroven,excited
174,"I'm _ to get the job, I will do anything.",determined,pocity-nalady-2-uroven,determined
174,"I am very _ with the results, I could do much better.",unhappy,pocity-nalady-2-uroven,unhappy
174,I feel _ when I speak in public.,nervous,pocity-nalady-2-uroven,nervous
175,He got _ when I criticized him.,aggressive,pocity-nalady-2-uroven,aggressive
175,"Are you _ ? Yes, I am, everything is perfect.",happy,pocity-nalady-2-uroven,happy
175,Monika has a _ of heights.,fear,pocity-nalady-2-uroven,fear
175,He made a _ decision to resign to show what he believed in.,courageous,pocity-nalady-2-uroven,courageous
176,She seemed _ about the fact that she didn't get into university.,depressed,pocity-nalady-2-uroven,depressed
176,She is an excellent paediatrician because she has _ with children.,empathy,pocity-nalady-2-uroven,empathy
176,"Be careful of what you say to her, she is very _ to criticism.",sensitive,pocity-nalady-2-uroven,sensitive
176,You can do it. Be a bit more _ in yourself.,confident,pocity-nalady-2-uroven,confident
177,The kids are enjoying his presence because he is in a _ mood.,playful,pocity-nalady-2-uroven,playful
177,"It is a _ idea to travel at night, you will be really tired.",stupid,pocity-nalady-2-uroven,brave
177,She was _ that I could come.,delighted,pocity-nalady-2-uroven,delighted
177,It was a _ decision to travel around the world alone.,brave,pocity-nalady-2-uroven,stupid
178,I _ him. I want to marry him.,love,pocity-nalady-2-uroven,love
178,The children were _ by the game. They wanted to play it again and again.,fascinated,pocity-nalady-2-uroven,fascinated
